Medal_ID,Medal_Name,Acronym,Slang,Service,Precedence,Category,Bong_Score,Valor_Tier,Image_Image,Medal_Link,Wiki_Link,Date_In_Use,Device,Ribbon_File_Direct_URL,Ribbon_Thumbnail_URL,Ribbon_Thumbnail_Image
in-all-ashoka-chakra-military,Ashoka Chakra (military decoration),ACMD,Chakra,ALL,1,Service / General – Other,100,1,Ashoka_Chakra_ribbon.svg,https://en.wikipedia.org/wiki/Ashoka_Chakra_(military_decoration),https://en.wikipedia.org/wiki/Ashoka_Chakra_(military_decoration),1952–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/a/a1/Ashoka_Chakra_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ashoka_Chakra_ribbon.svg/330px-Ashoka_Chakra_ribbon.svg.png,
gb-all-george-cross,George Cross,GC,Cross,ALL,1,Valor – Supreme decoration,95,1,UK_George_Cross_ribbon.svg,https://en.wikipedia.org/wiki/George_Cross,https://en.wikipedia.org/wiki/George_Cross,1940–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/7/77/UK_George_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/UK_George_Cross_ribbon.svg/330px-UK_George_Cross_ribbon.svg.png,
gb-all-malta-george-cross-fif,Malta George Cross Fiftieth Anniversary Medal,MGCF,Cross,ALL,1,Valor – Supreme decoration,100,1,Malta_George_Cross_Fiftieth_Anniversary_Medal_Ribbon.png,https://en.wikipedia.org/wiki/Malta_George_Cross_Fiftieth_Anniversary_Medal,https://en.wikipedia.org/wiki/Malta_George_Cross_Fiftieth_Anniversary_Medal,1992–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/f/ff/Malta_George_Cross_Fiftieth_Anniversary_Medal_Ribbon.png,https://upload.wikimedia.org/wikipedia/commons/f/ff/Malta_George_Cross_Fiftieth_Anniversary_Medal_Ribbon.png,
us-af-medal-of-honor-u-s-air,Medal of Honor (U.S. Air Force),MOHU,Medal,AF,1,Valor – Supreme decoration,100,1,Medal_of_Honor_ribbon.svg,https://en.wikipedia.org/wiki/Medal_of_Honor,https://en.wikipedia.org/wiki/Medal_of_Honor,1965–present (USAF-specific variant),"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/0/0e/Medal_of_Honor_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Medal_of_Honor_ribbon.svg/330px-Medal_of_Honor_ribbon.svg.png,
us-a-medal-of-honor-u-s-arm,Medal of Honor (U.S. Army),MOHU,Medal,A,1,Valor – Supreme decoration,100,1,Medal_of_Honor_ribbon.svg,https://en.wikipedia.org/wiki/Medal_of_Honor,https://en.wikipedia.org/wiki/Medal_of_Honor,1861–present (Army design),"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/0/0e/Medal_of_Honor_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Medal_of_Honor_ribbon.svg/330px-Medal_of_Honor_ribbon.svg.png,
us-n-medal-of-honor-u-s-nav,Medal of Honor (U.S. Navy / USMC / USCG),MOHU,Medal,N,1,Valor – Supreme decoration,100,1,Medal_of_Honor_ribbon.svg,https://en.wikipedia.org/wiki/Medal_of_Honor,https://en.wikipedia.org/wiki/Medal_of_Honor,1861–present (Navy design),"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/0/0e/Medal_of_Honor_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Medal_of_Honor_ribbon.svg/330px-Medal_of_Honor_ribbon.svg.png,
in-all-param-vir-chakra,Param Vir Chakra,PVC,Chakra,ALL,1,Valor – Supreme decoration,100,1,Param-Vir-Chakra-ribbon.svg,https://en.wikipedia.org/wiki/Param_Vir_Chakra,https://en.wikipedia.org/wiki/Param_Vir_Chakra,1950–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/6/64/Param-Vir-Chakra-ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Param-Vir-Chakra-ribbon.svg/330px-Param-Vir-Chakra-ribbon.svg.png,
gb-all-victoria-cross,Victoria Cross,VC,Cross,ALL,1,Valor – Supreme decoration,100,1,UK_Victoria_Cross_ribbon_bar.svg,https://en.wikipedia.org/wiki/Victoria_Cross,https://en.wikipedia.org/wiki/Victoria_Cross,1856–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/e/eb/UK_Victoria_Cross_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/UK_Victoria_Cross_ribbon_bar.svg/330px-UK_Victoria_Cross_ribbon_bar.svg.png,
au-all-victoria-cross-for-aus,Victoria Cross for Australia,VCFA,Cross,ALL,1,Valor – Supreme decoration,100,1,UK_Victoria_Cross_ribbon_bar.svg,https://en.wikipedia.org/wiki/Victoria_Cross_for_Australia,https://en.wikipedia.org/wiki/Victoria_Cross_for_Australia,1991–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/e/eb/UK_Victoria_Cross_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/UK_Victoria_Cross_ribbon_bar.svg/330px-UK_Victoria_Cross_ribbon_bar.svg.png,
nz-all-victoria-cross-for-new,Victoria Cross for New Zealand,VCFN,Cross,ALL,1,Valor – Supreme decoration,100,1,UK_Victoria_Cross_ribbon_bar.svg,https://en.wikipedia.org/wiki/Victoria_Cross_for_New_Zealand,https://en.wikipedia.org/wiki/Victoria_Cross_for_New_Zealand,1999–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/e/eb/UK_Victoria_Cross_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/UK_Victoria_Cross_ribbon_bar.svg/330px-UK_Victoria_Cross_ribbon_bar.svg.png,
us-af-air-force-cross-united,Air Force Cross (United States),AFCU,Cross,AF,2,Gallantry – Service cross,85,2,Air_Force_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Air_Force_Cross_(United_States),https://en.wikipedia.org/wiki/Air_Force_Cross_(United_States),1960–present,Bronze oak leaf cluster,https://upload.wikimedia.org/wikipedia/commons/4/49/Air_Force_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Air_Force_Cross_ribbon.svg/330px-Air_Force_Cross_ribbon.svg.png,
gb-all-conspicuous-gallantry-,Conspicuous Gallantry Cross,CGC,Cross,ALL,2,Gallantry – Decoration,85,2,UK_Conspicuous_Gallantry_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Conspicuous_Gallantry_Cross,https://en.wikipedia.org/wiki/Conspicuous_Gallantry_Cross,1993–present,,https://upload.wikimedia.org/wikipedia/commons/a/a1/UK_Conspicuous_Gallantry_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/UK_Conspicuous_Gallantry_Cross_ribbon.svg/330px-UK_Conspicuous_Gallantry_Cross_ribbon.svg.png,
us-a-distinguished-service-,Distinguished Service Cross (United States),DSCU,Cross,A,2,Gallantry – Service cross,85,2,Distinguished_Service_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(United_States),https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(United_States),1918–present,Bronze oak leaf cluster,https://upload.wikimedia.org/wikipedia/commons/0/06/Distinguished_Service_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Distinguished_Service_Cross_ribbon.svg/330px-Distinguished_Service_Cross_ribbon.svg.png,
us-n-navy-cross,Navy Cross,NC,Cross,N,2,Gallantry – Service cross,85,2,Navy_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Navy_Cross,https://en.wikipedia.org/wiki/Navy_Cross,1919–present,Gold star,https://upload.wikimedia.org/wikipedia/commons/3/3e/Navy_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Navy_Cross_ribbon.svg/330px-Navy_Cross_ribbon.svg.png,
gb-all-african-distinguished-,African Distinguished Conduct Medal,ADCM,Medal,ALL,50,Gallantry – Decoration,55,3,King%27s_African_Rifles_Distinguished_Conduct_Medal_Ribbon.gif,https://en.wikipedia.org/wiki/African_Distinguished_Conduct_Medal,https://en.wikipedia.org/wiki/African_Distinguished_Conduct_Medal,1903–present,,https://upload.wikimedia.org/wikipedia/commons/0/0e/King%27s_African_Rifles_Distinguished_Conduct_Medal_Ribbon.gif,https://upload.wikimedia.org/wikipedia/commons/0/0e/King%27s_African_Rifles_Distinguished_Conduct_Medal_Ribbon.gif,
gb-all-distinguished-conduct-,Distinguished Conduct Medal,DCM,Medal,ALL,50,Gallantry – Decoration,55,3,UK_Distinguished_Conduct_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Distinguished_Conduct_Medal,https://en.wikipedia.org/wiki/Distinguished_Conduct_Medal,1854–1993,,https://upload.wikimedia.org/wikipedia/commons/5/56/UK_Distinguished_Conduct_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/UK_Distinguished_Conduct_Medal_ribbon.svg/330px-UK_Distinguished_Conduct_Medal_ribbon.svg.png,
gb-all-distinguished-conduct-,Distinguished Conduct Medal (Natal),DCMN,Medal,ALL,50,Gallantry – Decoration,55,3,Ribbon_-_Distinguished_Conduct_Medal.png,https://en.wikipedia.org/wiki/Distinguished_Conduct_Medal_(Natal),https://en.wikipedia.org/wiki/Distinguished_Conduct_Medal_(Natal),1897–present,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Ribbon_-_Distinguished_Conduct_Medal.png,https://upload.wikimedia.org/wikipedia/commons/c/c6/Ribbon_-_Distinguished_Conduct_Medal.png,
in-all-kirti-chakra,Kirti Chakra,KC,Chakra,ALL,50,Service / General – Other,55,3,Kirti_Chakra_ribbon.svg,https://en.wikipedia.org/wiki/Kirti_Chakra,https://en.wikipedia.org/wiki/Kirti_Chakra,1952–present,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Kirti_Chakra_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Kirti_Chakra_ribbon.svg/330px-Kirti_Chakra_ribbon.svg.png,
in-all-maha-vir-chakra,Maha Vir Chakra,MVC,Chakra,ALL,50,Service / General – Other,55,3,Maha_Vir_Chakra_ribbon.svg,https://en.wikipedia.org/wiki/Maha_Vir_Chakra,https://en.wikipedia.org/wiki/Maha_Vir_Chakra,1950–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/0/0b/Maha_Vir_Chakra_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Maha_Vir_Chakra_ribbon.svg/330px-Maha_Vir_Chakra_ribbon.svg.png,
nz-all-new-zealand-gallantry-,New Zealand Gallantry Star,NZGS,Star,ALL,50,Gallantry – Decoration,60,3,Gallantry_Star_%28NZ%29_ribbon.png,https://en.wikipedia.org/wiki/New_Zealand_Gallantry_Star,https://en.wikipedia.org/wiki/New_Zealand_Gallantry_Star,1999–present,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Gallantry_Star_%28NZ%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/a/a0/Gallantry_Star_%28NZ%29_ribbon.png,
au-all-star-of-gallantry,Star of Gallantry,SOG,Star,ALL,50,Gallantry – Decoration,60,3,SGAustRibbon.png,https://en.wikipedia.org/wiki/Star_of_Gallantry,https://en.wikipedia.org/wiki/Star_of_Gallantry,1991–present,,https://upload.wikimedia.org/wikipedia/commons/2/23/SGAustRibbon.png,https://upload.wikimedia.org/wikipedia/commons/2/23/SGAustRibbon.png,
gb-all-air-force-cross-united,Air Force Cross (United Kingdom),AFCU,Cross,ALL,2,Gallantry – Service cross,85,2,UK_AFC_1918_ribbon.svg,https://en.wikipedia.org/wiki/Air_Force_Cross_(United_Kingdom),https://en.wikipedia.org/wiki/Air_Force_Cross_(United_Kingdom),1918–present,Bronze oak leaf cluster,https://upload.wikimedia.org/wikipedia/commons/9/95/UK_AFC_1918_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/UK_AFC_1918_ribbon.svg/330px-UK_AFC_1918_ribbon.svg.png,
gb-all-air-force-medal,Air Force Medal,AFM,Medal,ALL,50,Service / General – Other,0,5,UK_AFM_1918_ribbon.svg,https://en.wikipedia.org/wiki/Air_Force_Medal,https://en.wikipedia.org/wiki/Air_Force_Medal,1918–present,,https://upload.wikimedia.org/wikipedia/commons/6/6f/UK_AFM_1918_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/UK_AFM_1918_ribbon.svg/330px-UK_AFM_1918_ribbon.svg.png,
us-af-airman-s-medal,Airman's Medal,ASM,Medal,AF,4,Gallantry – Decoration,50,3,Airman%27s_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Airman%27s_Medal,https://en.wikipedia.org/wiki/Airman%27s_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/2/21/Airman%27s_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Airman%27s_Medal_ribbon.svg/330px-Airman%27s_Medal_ribbon.svg.png,
gb-all-distinguished-flying-c,Distinguished Flying Cross (United Kingdom),DFCU,Cross,ALL,3,Meritorious – Distinguished / achievement,60,3,United_Kingdom_Distinguished_Flying_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Distinguished_Flying_Cross_(United_Kingdom),https://en.wikipedia.org/wiki/Distinguished_Flying_Cross_(United_Kingdom),1918–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/a/a1/United_Kingdom_Distinguished_Flying_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/United_Kingdom_Distinguished_Flying_Cross_ribbon.svg/330px-United_Kingdom_Distinguished_Flying_Cross_ribbon.svg.png,
us-all-distinguished-flying-c,Distinguished Flying Cross (United States),DFCU,Cross,ALL,3,Meritorious – Distinguished / achievement,55,3,Distinguished_Flying_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Distinguished_Flying_Cross_(United_States),https://en.wikipedia.org/wiki/Distinguished_Flying_Cross_(United_States),1926–present,,https://upload.wikimedia.org/wikipedia/commons/8/81/Distinguished_Flying_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Distinguished_Flying_Cross_ribbon.svg/330px-Distinguished_Flying_Cross_ribbon.svg.png,
au-all-distinguished-service-,Distinguished Service Cross (Australia),DSCA,Cross,ALL,2,Gallantry – Service cross,85,2,AUS_Distinguished_Service_Cross_%26_Bar_ribbon.png,https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(Australia),https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(Australia),1991–present,Bronze oak leaf cluster,https://upload.wikimedia.org/wikipedia/commons/d/d7/AUS_Distinguished_Service_Cross_%26_Bar_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/d/d7/AUS_Distinguished_Service_Cross_%26_Bar_ribbon.png,
gb-all-distinguished-service-,Distinguished Service Cross (United Kingdom),DSCU,Cross,ALL,2,Gallantry – Service cross,60,3,UK_Distinguished_Service_Cross_BAR.svg,https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(United_Kingdom),https://en.wikipedia.org/wiki/Distinguished_Service_Cross_(United_Kingdom),1914–present,Bronze oak leaf cluster,https://upload.wikimedia.org/wikipedia/commons/1/1a/UK_Distinguished_Service_Cross_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/UK_Distinguished_Service_Cross_BAR.svg/330px-UK_Distinguished_Service_Cross_BAR.svg.png,
gb-all-distinguished-service-,Distinguished Service Order,DSO,Order,ALL,4,Service / General – Other,80,2,UK_Distinguished_Service_Order_ribbon.svg,https://en.wikipedia.org/wiki/Distinguished_Service_Order,https://en.wikipedia.org/wiki/Distinguished_Service_Order,1886–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/e/e6/UK_Distinguished_Service_Order_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/UK_Distinguished_Service_Order_ribbon.svg/330px-UK_Distinguished_Service_Order_ribbon.svg.png,
gb-all-george-medal,George Medal,GM,Medal,ALL,50,Service / General – Other,0,5,UK_George_Medal_ribbon.svg,https://en.wikipedia.org/wiki/George_Medal,https://en.wikipedia.org/wiki/George_Medal,1940–present,,https://upload.wikimedia.org/wikipedia/commons/b/bb/UK_George_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/UK_George_Medal_ribbon.svg/330px-UK_George_Medal_ribbon.svg.png,
au-all-medal-for-gallantry,Medal for Gallantry,MFG,Medal,ALL,50,Gallantry – Decoration,0,5,MGAustRibbon.png,https://en.wikipedia.org/wiki/Medal_for_Gallantry,https://en.wikipedia.org/wiki/Medal_for_Gallantry,1991–present,,https://upload.wikimedia.org/wikipedia/commons/a/a9/MGAustRibbon.png,https://upload.wikimedia.org/wikipedia/commons/a/a9/MGAustRibbon.png,
gb-all-military-cross,Military Cross,MC,Cross,ALL,2,Gallantry – Decoration,60,3,Military_Cross_ribbon.svg,https://en.wikipedia.org/wiki/Military_Cross,https://en.wikipedia.org/wiki/Military_Cross,1914–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/0/06/Military_Cross_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Military_Cross_ribbon.svg/330px-Military_Cross_ribbon.svg.png,
us-n-navy-and-marine-corps-,Navy and Marine Corps Medal,NAMC,Medal,N,4,Gallantry – Decoration,50,3,Navy_and_Marine_Corps_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Navy_and_Marine_Corps_Medal,https://en.wikipedia.org/wiki/Navy_and_Marine_Corps_Medal,1942–present,,https://upload.wikimedia.org/wikipedia/commons/7/76/Navy_and_Marine_Corps_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Navy_and_Marine_Corps_Medal_ribbon.svg/330px-Navy_and_Marine_Corps_Medal_ribbon.svg.png,
in-all-shaurya-chakra,Shaurya Chakra,SC,Chakra,ALL,50,Service / General – Other,50,3,Shaurya_Chakra_ribbon.svg,https://en.wikipedia.org/wiki/Shaurya_Chakra,https://en.wikipedia.org/wiki/Shaurya_Chakra,1952–present,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Shaurya_Chakra_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Shaurya_Chakra_ribbon.svg/330px-Shaurya_Chakra_ribbon.svg.png,
us-all-silver-star,Silver Star,SS,Star,ALL,3,Gallantry – Decoration,60,3,Silver_Star_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Silver_Star,https://en.wikipedia.org/wiki/Silver_Star,1918–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/8/84/Silver_Star_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Silver_Star_Medal_ribbon.svg/330px-Silver_Star_Medal_ribbon.svg.png,
us-a-soldier-s-medal,Soldier's Medal,SSM,Medal,A,4,Gallantry – Decoration,50,3,Soldier%27s_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Soldier%27s_Medal,https://en.wikipedia.org/wiki/Soldier%27s_Medal,1926–present,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Soldier%27s_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Soldier%27s_Medal_ribbon.svg/330px-Soldier%27s_Medal_ribbon.svg.png,
in-all-vir-chakra,Vir Chakra,VC,Chakra,ALL,50,Service / General – Other,50,3,Vir_Chakra_ribbon_bar.svg,https://en.wikipedia.org/wiki/Vir_Chakra,https://en.wikipedia.org/wiki/Vir_Chakra,1950–present,Ribbon bar / clasp,https://upload.wikimedia.org/wikipedia/commons/a/aa/Vir_Chakra_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Vir_Chakra_ribbon_bar.svg/330px-Vir_Chakra_ribbon_bar.svg.png,
gb-all-military-medal,Military Medal,MM,Medal,ALL,50,Service / General – Other,35,4,UK_Military_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Military_Medal,https://en.wikipedia.org/wiki/Military_Medal,1916–present,,https://upload.wikimedia.org/wikipedia/commons/e/e5/UK_Military_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/UK_Military_Medal_ribbon.svg/330px-UK_Military_Medal_ribbon.svg.png,
in-all-sena-medal,Sena Medal,SM,Medal,ALL,50,Service / General – Other,0,5,Sena_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Sena_Medal,https://en.wikipedia.org/wiki/Sena_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Sena_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Sena_Medal_ribbon.svg/330px-Sena_Medal_ribbon.svg.png,
in-all-vayu-sena-medal,Vayu Sena Medal,VSM,Medal,ALL,50,Service / General – Other,0,5,Vayusena_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Vayu_Sena_Medal,https://en.wikipedia.org/wiki/Vayu_Sena_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Vayusena_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Vayusena_Medal_ribbon.svg/330px-Vayusena_Medal_ribbon.svg.png,
us-all-air-medal,Air Medal,AM,Medal,ALL,5,Meritorious – Distinguished / achievement,20,4,Air_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Air_Medal,https://en.wikipedia.org/wiki/Air_Medal,1942–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/1/1a/Air_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Air_Medal_ribbon.svg/330px-Air_Medal_ribbon.svg.png,
us-all-bronze-star-medal,Bronze Star Medal,BSM,Star,ALL,4,Gallantry – Decoration,35,4,Bronze_Star_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Bronze_Star_Medal,https://en.wikipedia.org/wiki/Bronze_Star_Medal,1944–present,"Bronze oak leaf cluster, V device (bronze), Gold star",https://upload.wikimedia.org/wikipedia/commons/9/95/Bronze_Star_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Bronze_Star_Medal_ribbon.svg/330px-Bronze_Star_Medal_ribbon.svg.png,
gb-all-king-s-gallantry-medal,King's Gallantry Medal,KSGM,Medal,ALL,50,Gallantry – Decoration,25,4,Queens_Gallantry_Medal_UK_ribbon.png,https://en.wikipedia.org/wiki/King%27s_Gallantry_Medal,https://en.wikipedia.org/wiki/King%27s_Gallantry_Medal,1974–present,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Queens_Gallantry_Medal_UK_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/e/ed/Queens_Gallantry_Medal_UK_ribbon.png,
gb-all-1914-star,1914 Star,1S,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_1914_Star_%26_Rosette.png,https://en.wikipedia.org/wiki/1914_Star,https://en.wikipedia.org/wiki/1914_Star,1917–present,,https://upload.wikimedia.org/wikipedia/commons/0/03/Ribbon_-_1914_Star_%26_Rosette.png,https://upload.wikimedia.org/wikipedia/commons/0/03/Ribbon_-_1914_Star_%26_Rosette.png,
gb-all-1914-15-star,1914–15 Star,11S,Star,ALL,50,Service / General – Other,0,5,1914-15_Star_ribbon.png,https://en.wikipedia.org/wiki/1914%E2%80%9315_Star,https://en.wikipedia.org/wiki/1914%E2%80%9315_Star,1918–present,,https://upload.wikimedia.org/wikipedia/commons/3/3d/1914-15_Star_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/3/3d/1914-15_Star_ribbon.png,
gb-all-1939-1945-star,1939–1945 Star,11S,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_1939-45_Star.png,https://en.wikipedia.org/wiki/1939%E2%80%931945_Star,https://en.wikipedia.org/wiki/1939%E2%80%931945_Star,1943–present,,https://upload.wikimedia.org/wikipedia/commons/3/32/Ribbon_-_1939-45_Star.png,https://upload.wikimedia.org/wikipedia/commons/3/32/Ribbon_-_1939-45_Star.png,
in-all-20-years-long-service-,20 Years Long Service Medal,2YLS,Medal,ALL,6,Service – Longevity / good conduct,0,5,IND_20YearsServiceMedalRibbon.svg,https://en.wikipedia.org/wiki/20_Years_Long_Service_Medal,https://en.wikipedia.org/wiki/20_Years_Long_Service_Medal,1971–present,,https://upload.wikimedia.org/wikipedia/commons/6/68/IND_20YearsServiceMedalRibbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/IND_20YearsServiceMedalRibbon.svg/330px-IND_20YearsServiceMedalRibbon.svg.png,
in-all-25th-independence-anni,25th Independence Anniversary Medal,2IAM,Medal,ALL,50,Commemorative – National / anniversary,0,5,IND_25th_Anniversary_Independence_medal.svg,https://en.wikipedia.org/wiki/25th_Independence_Anniversary_Medal,https://en.wikipedia.org/wiki/25th_Independence_Anniversary_Medal,1972–present,,https://upload.wikimedia.org/wikipedia/commons/5/57/IND_25th_Anniversary_Independence_medal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/IND_25th_Anniversary_Independence_medal.svg/330px-IND_25th_Anniversary_Independence_medal.svg.png,
in-all-30-years-long-service-,30 Years Long Service Medal,3YLS,Medal,ALL,6,Service – Longevity / good conduct,0,5,IND_30_Years_Long_Service_Ribbon.svg,https://en.wikipedia.org/wiki/30_Years_Long_Service_Medal,https://en.wikipedia.org/wiki/30_Years_Long_Service_Medal,1980–present,,https://upload.wikimedia.org/wikipedia/commons/e/eb/IND_30_Years_Long_Service_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/IND_30_Years_Long_Service_Ribbon.svg/330px-IND_30_Years_Long_Service_Ribbon.svg.png,
in-all-50th-independence-anni,50th Independence Anniversary Medal,5IAM,Medal,ALL,50,Commemorative – National / anniversary,0,5,IND_50th_Anniversary_Independence_medal.svg,https://en.wikipedia.org/wiki/50th_Independence_Anniversary_Medal,https://en.wikipedia.org/wiki/50th_Independence_Anniversary_Medal,1997–present,,https://upload.wikimedia.org/wikipedia/commons/2/20/IND_50th_Anniversary_Independence_medal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/IND_50th_Anniversary_Independence_medal.svg/330px-IND_50th_Anniversary_Independence_medal.svg.png,
in-all-75th-independence-anni,75th Independence Anniversary Medal,7IAM,Medal,ALL,50,Commemorative – National / anniversary,0,5,75yearmedal.svg,https://en.wikipedia.org/wiki/75th_Independence_Anniversary_Medal,https://en.wikipedia.org/wiki/75th_Independence_Anniversary_Medal,2022–present,,https://upload.wikimedia.org/wikipedia/commons/c/c7/75yearmedal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/75yearmedal.svg/330px-75yearmedal.svg.png,
au-all-80th-anniversary-armis,80th Anniversary Armistice Remembrance Medal,8AAR,Medal,ALL,50,Commemorative – National / anniversary,0,5,80th_Anniversary_Armistice_Remembrance_Medal_ribbon.png,https://en.wikipedia.org/wiki/80th_Anniversary_Armistice_Remembrance_Medal,https://en.wikipedia.org/wiki/80th_Anniversary_Armistice_Remembrance_Medal,1999–present,,https://upload.wikimedia.org/wikipedia/commons/2/2f/80th_Anniversary_Armistice_Remembrance_Medal_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/2/2f/80th_Anniversary_Armistice_Remembrance_Medal_ribbon.png,
