Medal_ID,Medal_Name,Acronym,Slang,Service,Precedence,Category,Bong_Score,Valor_Tier,Image_Image,Medal_Link,Wiki_Link,Date_In_Use,Device,Ribbon_File_Direct_URL,Ribbon_Thumbnail_URL,Ribbon_Thumbnail_Image
us-all-philippine-republic-pr,Philippine Republic Presidential Unit Citation,PRPU,Award,ALL,7,Unit – Unit citation,0,5,Distinguished_Conduct_Star_Ribbon.png,https://en.wikipedia.org/wiki/Philippine_Republic_Presidential_Unit_Citation,https://en.wikipedia.org/wiki/Philippine_Republic_Presidential_Unit_Citation,1946–present,,https://upload.wikimedia.org/wikipedia/commons/5/51/Distinguished_Conduct_Star_Ribbon.png,https://upload.wikimedia.org/wikipedia/commons/5/51/Distinguished_Conduct_Star_Ribbon.png,
gb-all-polar-medal,Polar Medal,PM,Medal,ALL,50,Service / General – Other,0,5,Polar_Medal_%28UK%29_ribbon.png,https://en.wikipedia.org/wiki/Polar_Medal,https://en.wikipedia.org/wiki/Polar_Medal,1857–present,,https://upload.wikimedia.org/wikipedia/commons/1/13/Polar_Medal_%28UK%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/1/13/Polar_Medal_%28UK%29_ribbon.png,
in-all-poorvi-star,Poorvi Star,PS,Star,ALL,50,Service / General – Other,0,5,IND_Poorvi_Star_Ribbon.svg,https://en.wikipedia.org/wiki/Poorvi_Star,https://en.wikipedia.org/wiki/Poorvi_Star,1971–present,,https://upload.wikimedia.org/wikipedia/commons/b/b7/IND_Poorvi_Star_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/IND_Poorvi_Star_Ribbon.svg/330px-IND_Poorvi_Star_Ribbon.svg.png,
us-all-presidential-unit-cita,Presidential Unit Citation (United States),PUCU,Award,ALL,7,Unit – Unit citation,0,5,United_States_Navy_Presidential_Unit_Citation_ribbon.svg,https://en.wikipedia.org/wiki/Presidential_Unit_Citation_(United_States),https://en.wikipedia.org/wiki/Presidential_Unit_Citation_(United_States),1942–present,,https://upload.wikimedia.org/wikipedia/commons/b/b7/United_States_Navy_Presidential_Unit_Citation_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/United_States_Navy_Presidential_Unit_Citation_ribbon.svg/330px-United_States_Navy_Presidential_Unit_Citation_ribbon.svg.png,
us-all-prisoner-of-war-medal,Prisoner of War Medal,POWM,Medal,ALL,5,Service / General – Other,0,5,Prisoner_of_War_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Prisoner_of_War_Medal,https://en.wikipedia.org/wiki/Prisoner_of_War_Medal,1985–present,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Prisoner_of_War_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Prisoner_of_War_Medal_ribbon.svg/330px-Prisoner_of_War_Medal_ribbon.svg.png,
us-all-purple-heart,Purple Heart,PH,Award,ALL,4,Gallantry – Decoration,25,4,Purple_Heart_ribbon.svg,https://en.wikipedia.org/wiki/Purple_Heart,https://en.wikipedia.org/wiki/Purple_Heart,1932–present,"Bronze oak leaf cluster, Gold star",https://upload.wikimedia.org/wikipedia/commons/e/e3/Purple_Heart_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Purple_Heart_ribbon.svg/330px-Purple_Heart_ribbon.svg.png,
gb-all-queen-elizabeth-ii-cor,Queen Elizabeth II Coronation Medal,QEIC,Medal,ALL,50,Commemorative – National / anniversary,0,5,Ribbon_-_QE_II_Coronation_Medal.png,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Coronation_Medal,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Coronation_Medal,1953–present,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Ribbon_-_QE_II_Coronation_Medal.png,https://upload.wikimedia.org/wikipedia/commons/5/5e/Ribbon_-_QE_II_Coronation_Medal.png,
gb-all-queen-elizabeth-ii-dia,Queen Elizabeth II Diamond Jubilee Medal,QEID,Medal,ALL,50,Commemorative – National / anniversary,0,5,PNG_Queen_Elizabeth_II_Diamond_Jubilee_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Diamond_Jubilee_Medal,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Diamond_Jubilee_Medal,2011–present,,https://upload.wikimedia.org/wikipedia/commons/8/88/PNG_Queen_Elizabeth_II_Diamond_Jubilee_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/PNG_Queen_Elizabeth_II_Diamond_Jubilee_Medal_ribbon.svg/330px-PNG_Queen_Elizabeth_II_Diamond_Jubilee_Medal_ribbon.svg.png,
gb-all-queen-elizabeth-ii-gol,Queen Elizabeth II Golden Jubilee Medal,QEIG,Medal,ALL,50,Commemorative – National / anniversary,0,5,UK_Queen_Elizabeth_II_Golden_Jubilee_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Golden_Jubilee_Medal,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Golden_Jubilee_Medal,2002–present,,https://upload.wikimedia.org/wikipedia/commons/6/6d/UK_Queen_Elizabeth_II_Golden_Jubilee_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/UK_Queen_Elizabeth_II_Golden_Jubilee_Medal_ribbon.svg/330px-UK_Queen_Elizabeth_II_Golden_Jubilee_Medal_ribbon.svg.png,
gb-all-queen-elizabeth-ii-sil,Queen Elizabeth II Silver Jubilee Medal,QEIS,Medal,ALL,50,Commemorative – National / anniversary,0,5,UK_Queen_Elizabeth_II_Silver_Jubilee_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Silver_Jubilee_Medal,https://en.wikipedia.org/wiki/Queen_Elizabeth_II_Silver_Jubilee_Medal,1977–present,,https://upload.wikimedia.org/wikipedia/commons/1/14/UK_Queen_Elizabeth_II_Silver_Jubilee_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/UK_Queen_Elizabeth_II_Silver_Jubilee_Medal_ribbon.svg/330px-UK_Queen_Elizabeth_II_Silver_Jubilee_Medal_ribbon.svg.png,
gb-all-queen-victoria-diamond,Queen Victoria Diamond Jubilee Medal,QVDJ,Medal,ALL,50,Commemorative – National / anniversary,0,5,Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,https://en.wikipedia.org/wiki/Queen_Victoria_Diamond_Jubilee_Medal,https://en.wikipedia.org/wiki/Queen_Victoria_Diamond_Jubilee_Medal,1897–present,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,https://upload.wikimedia.org/wikipedia/commons/a/a1/Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,
gb-all-queen-victoria-golden-,Queen Victoria Golden Jubilee Medal,QVGJ,Medal,ALL,50,Commemorative – National / anniversary,0,5,Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,https://en.wikipedia.org/wiki/Queen_Victoria_Golden_Jubilee_Medal,https://en.wikipedia.org/wiki/Queen_Victoria_Golden_Jubilee_Medal,1887–present,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,https://upload.wikimedia.org/wikipedia/commons/a/a1/Queen_Victoria_Diamond_Jubilee_Medal_%28military%29_ribbon.PNG,
gb-all-queen-s-medal-for-chie,Queen's Medal for Chiefs,QSMF,Medal,ALL,50,Service / General – Other,0,5,Queen%27s_Medal_for_Chiefs_Ribbon.gif,https://en.wikipedia.org/wiki/Queen%27s_Medal_for_Chiefs,https://en.wikipedia.org/wiki/Queen%27s_Medal_for_Chiefs,1920–present,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Queen%27s_Medal_for_Chiefs_Ribbon.gif,https://upload.wikimedia.org/wikipedia/commons/2/2e/Queen%27s_Medal_for_Chiefs_Ribbon.gif,
gb-all-queen-s-south-africa-m,Queen's South Africa Medal,QSSA,Medal,ALL,50,Service / General – Other,0,5,Ribbon_bar_of_the_Queen%27s_South_Africa_Medal.svg,https://en.wikipedia.org/wiki/Queen%27s_South_Africa_Medal,https://en.wikipedia.org/wiki/Queen%27s_South_Africa_Medal,1900–present,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Ribbon_bar_of_the_Queen%27s_South_Africa_Medal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ribbon_bar_of_the_Queen%27s_South_Africa_Medal.svg/330px-Ribbon_bar_of_the_Queen%27s_South_Africa_Medal.svg.png,
in-all-raksha-medal,Raksha Medal,RM,Medal,ALL,50,Service / General – Other,0,5,IND_Raksha_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/Raksha_Medal,https://en.wikipedia.org/wiki/Raksha_Medal,1967–present,,https://upload.wikimedia.org/wikipedia/commons/7/70/IND_Raksha_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/IND_Raksha_Medal_Ribbon.svg/330px-IND_Raksha_Medal_Ribbon.svg.png,
us-all-recruiting-service-rib,Recruiting Service Ribbon,RSR,Award,ALL,50,Service / General – Other,0,5,Air_Force_Recruiter_Ribbon.svg,https://en.wikipedia.org/wiki/Recruiting_Service_Ribbon,https://en.wikipedia.org/wiki/Recruiting_Service_Ribbon,2000–present,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Air_Force_Recruiter_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Air_Force_Recruiter_Ribbon.svg/330px-Air_Force_Recruiter_Ribbon.svg.png,
au-all-reserve-force-decorati,Reserve Force Decoration,RFD,Award,ALL,6,Service – Longevity / good conduct,0,5,Reserve_Force_Decoration_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/Reserve_Force_Decoration,https://en.wikipedia.org/wiki/Reserve_Force_Decoration,1982–present,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Reserve_Force_Decoration_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/1/1e/Reserve_Force_Decoration_%28Australia%29_ribbon.png,
au-all-reserve-force-medal,Reserve Force Medal,RFM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Reserve_Force_Medal_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/Reserve_Force_Medal,https://en.wikipedia.org/wiki/Reserve_Force_Medal,1982–present,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Reserve_Force_Medal_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/d/d4/Reserve_Force_Medal_%28Australia%29_ribbon.png,
us-all-reserve-good-conduct-m,Reserve Good Conduct Medal,RGCM,Medal,ALL,5,Service – Longevity / good conduct,0,5,U.S._Army_Reserve_Components_Achievement_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Reserve_Good_Conduct_Medal,https://en.wikipedia.org/wiki/Reserve_Good_Conduct_Medal,1984–present,,https://upload.wikimedia.org/wikipedia/commons/6/64/U.S._Army_Reserve_Components_Achievement_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/U.S._Army_Reserve_Components_Achievement_Medal_ribbon.svg/330px-U.S._Army_Reserve_Components_Achievement_Medal_ribbon.svg.png,
us-n-reserve-special-commen,Reserve Special Commendation Ribbon,RSCR,Award,N,6,Service / General – Other,0,5,Reserve_Special_Commendation_Ribbon.svg,https://en.wikipedia.org/wiki/Reserve_Special_Commendation_Ribbon,https://en.wikipedia.org/wiki/Reserve_Special_Commendation_Ribbon,1946–present,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Reserve_Special_Commendation_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Reserve_Special_Commendation_Ribbon.svg/330px-Reserve_Special_Commendation_Ribbon.svg.png,
us-sc-restricted-duty-ribbon,Restricted Duty Ribbon,RDR,Award,SC,50,Service / General – Other,0,5,Restricted_Duty_Ribbon.svg,https://en.wikipedia.org/wiki/Restricted_Duty_Ribbon,https://en.wikipedia.org/wiki/Restricted_Duty_Ribbon,1984–present,,https://upload.wikimedia.org/wikipedia/commons/2/24/Restricted_Duty_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Restricted_Duty_Ribbon.svg/330px-Restricted_Duty_Ribbon.svg.png,
gb-all-rhodesia-medal,Rhodesia Medal,RM,Medal,ALL,50,Service / General – Other,0,5,Rhodesia_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/Rhodesia_Medal,https://en.wikipedia.org/wiki/Rhodesia_Medal,1980–present,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Rhodesia_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Rhodesia_Medal_Ribbon.svg/330px-Rhodesia_Medal_Ribbon.svg.png,
gb-all-royal-air-force-long-s,Royal Air Force Long Service and Good Conduct Medal,RAFL,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Royal_Air_Force_Long_Service_and_Good_Conduct_Medal.png,https://en.wikipedia.org/wiki/Royal_Air_Force_Long_Service_and_Good_Conduct_Medal,https://en.wikipedia.org/wiki/Royal_Air_Force_Long_Service_and_Good_Conduct_Medal,1919–present,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Ribbon_-_Royal_Air_Force_Long_Service_and_Good_Conduct_Medal.png,https://upload.wikimedia.org/wikipedia/commons/7/7a/Ribbon_-_Royal_Air_Force_Long_Service_and_Good_Conduct_Medal.png,
gb-all-royal-family-order-of-,Royal Family Order of Charles III,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,Royal_Family_Order_of_King_Charles_III_ribbon_bar.svg,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Charles_III,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Charles_III,2024–present,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Royal_Family_Order_of_King_Charles_III_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Royal_Family_Order_of_King_Charles_III_ribbon_bar.svg/330px-Royal_Family_Order_of_King_Charles_III_ribbon_bar.svg.png,
gb-all-royal-family-order-of-,Royal Family Order of Edward VII,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,UK_Royal_Family_Order_of_King_Edward_VII_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Edward_VII,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Edward_VII,1902–present,,https://upload.wikimedia.org/wikipedia/commons/f/f4/UK_Royal_Family_Order_of_King_Edward_VII_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/UK_Royal_Family_Order_of_King_Edward_VII_ribbon.svg/330px-UK_Royal_Family_Order_of_King_Edward_VII_ribbon.svg.png,
gb-all-royal-family-order-of-,Royal Family Order of Elizabeth II,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,UK_Royal_Family_Order_of_Queen_Elizabeth_II_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Elizabeth_II,https://en.wikipedia.org/wiki/Royal_Family_Order_of_Elizabeth_II,1952–present,,https://upload.wikimedia.org/wikipedia/commons/8/81/UK_Royal_Family_Order_of_Queen_Elizabeth_II_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/UK_Royal_Family_Order_of_Queen_Elizabeth_II_ribbon.svg/330px-UK_Royal_Family_Order_of_Queen_Elizabeth_II_ribbon.svg.png,
gb-all-royal-family-order-of-,Royal Family Order of George IV,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,Royal_Family_Order_of_King_George_V_-_ribbon_bar.png,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_IV,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_IV,1818–present,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Royal_Family_Order_of_King_George_V_-_ribbon_bar.png,https://upload.wikimedia.org/wikipedia/commons/7/7b/Royal_Family_Order_of_King_George_V_-_ribbon_bar.png,
gb-all-royal-family-order-of-,Royal Family Order of George V,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,Royal_Family_Order_of_King_George_V_ribbon_bar.svg,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_V,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_V,1911–present,,https://upload.wikimedia.org/wikipedia/commons/9/98/Royal_Family_Order_of_King_George_V_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Royal_Family_Order_of_King_George_V_ribbon_bar.svg/330px-Royal_Family_Order_of_King_George_V_ribbon_bar.svg.png,
gb-all-royal-family-order-of-,Royal Family Order of George VI,RFOO,Order,ALL,50,Order – Chivalric / order,0,5,UK_Royal_Family_Order_of_King_George_VI_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_VI,https://en.wikipedia.org/wiki/Royal_Family_Order_of_George_VI,1937–present,,https://upload.wikimedia.org/wikipedia/commons/0/0d/UK_Royal_Family_Order_of_King_George_VI_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/UK_Royal_Family_Order_of_King_George_VI_ribbon.svg/330px-UK_Royal_Family_Order_of_King_George_VI_ribbon.svg.png,
gb-all-royal-fleet-auxiliary-,Royal Fleet Auxiliary Service Medal,RFAS,Medal,ALL,6,Service – Longevity / good conduct,0,5,Royal_Fleet_Auxiliary_Service_Ribbon.png,https://en.wikipedia.org/wiki/Royal_Fleet_Auxiliary_Service_Medal,https://en.wikipedia.org/wiki/Royal_Fleet_Auxiliary_Service_Medal,2001–present,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Royal_Fleet_Auxiliary_Service_Ribbon.png,https://upload.wikimedia.org/wikipedia/commons/d/d4/Royal_Fleet_Auxiliary_Service_Ribbon.png,
gb-all-royal-guelphic-order,Royal Guelphic Order,RGO,Order,ALL,50,Service / General – Other,0,5,UK_Royal_Guelphic_Order_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Guelphic_Order,https://en.wikipedia.org/wiki/Royal_Guelphic_Order,1815–present,,https://upload.wikimedia.org/wikipedia/commons/4/48/UK_Royal_Guelphic_Order_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/UK_Royal_Guelphic_Order_ribbon.svg/330px-UK_Royal_Guelphic_Order_ribbon.svg.png,
gb-all-royal-naval-auxiliary-,Royal Naval Auxiliary Service Long Service Medal,RNAS,Medal,ALL,6,Service – Longevity / good conduct,0,5,The_Royal_Naval_Auxiliary_Service_Long_Service_Medal.PNG,https://en.wikipedia.org/wiki/Royal_Naval_Auxiliary_Service_Long_Service_Medal,https://en.wikipedia.org/wiki/Royal_Naval_Auxiliary_Service_Long_Service_Medal,1965–present,,https://upload.wikimedia.org/wikipedia/commons/9/97/The_Royal_Naval_Auxiliary_Service_Long_Service_Medal.PNG,https://upload.wikimedia.org/wikipedia/commons/9/97/The_Royal_Naval_Auxiliary_Service_Long_Service_Medal.PNG,
gb-all-royal-naval-volunteer-,Royal Naval Volunteer Reserve Long Service and Good Conduct Medal,RNVR,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Royal_Naval_Volunteer_Reserve_Long_Service_and_Good_Conduct_Medal.png,https://en.wikipedia.org/wiki/Royal_Naval_Volunteer_Reserve_Long_Service_and_Good_Conduct_Medal,https://en.wikipedia.org/wiki/Royal_Naval_Volunteer_Reserve_Long_Service_and_Good_Conduct_Medal,1908–present,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Ribbon_-_Royal_Naval_Volunteer_Reserve_Long_Service_and_Good_Conduct_Medal.png,https://upload.wikimedia.org/wikipedia/commons/a/a0/Ribbon_-_Royal_Naval_Volunteer_Reserve_Long_Service_and_Good_Conduct_Medal.png,
gb-all-royal-niger-company-s-,Royal Niger Company's Medal,RNCS,Medal,ALL,50,Service / General – Other,0,5,Royal_Niger_Company%27s_Medal%2C_ribbon_bar.png,https://en.wikipedia.org/wiki/Royal_Niger_Company%27s_Medal,https://en.wikipedia.org/wiki/Royal_Niger_Company%27s_Medal,1899–present,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Royal_Niger_Company%27s_Medal%2C_ribbon_bar.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Royal_Niger_Company%27s_Medal%2C_ribbon_bar.png/330px-Royal_Niger_Company%27s_Medal%2C_ribbon_bar.png,
gb-all-royal-observer-corps-m,Royal Observer Corps Medal,ROCM,Medal,ALL,50,Service / General – Other,0,5,Royal_Observer_Corps_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Observer_Corps_Medal,https://en.wikipedia.org/wiki/Royal_Observer_Corps_Medal,1950–present,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Royal_Observer_Corps_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Royal_Observer_Corps_Medal_ribbon.svg/330px-Royal_Observer_Corps_Medal_ribbon.svg.png,
gb-all-royal-order-of-victori,Royal Order of Victoria and Albert,ROOV,Order,ALL,50,Order – Chivalric / order,0,5,Royal_Order_of_Victoria_and_Albert_-_ribbon_bar.gif,https://en.wikipedia.org/wiki/Royal_Order_of_Victoria_and_Albert,https://en.wikipedia.org/wiki/Royal_Order_of_Victoria_and_Albert,1862–present,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Royal_Order_of_Victoria_and_Albert_-_ribbon_bar.gif,https://upload.wikimedia.org/wikipedia/commons/e/e6/Royal_Order_of_Victoria_and_Albert_-_ribbon_bar.gif,
gb-all-royal-red-cross,Royal Red Cross,RRC,Cross,ALL,50,Service / General – Other,0,5,Royal_Red_Cross_%28UK%29_ribbon.png,https://en.wikipedia.org/wiki/Royal_Red_Cross,https://en.wikipedia.org/wiki/Royal_Red_Cross,1883–present,,https://upload.wikimedia.org/wikipedia/commons/5/52/Royal_Red_Cross_%28UK%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/5/52/Royal_Red_Cross_%28UK%29_ribbon.png,
gb-all-royal-victorian-medal,Royal Victorian Medal,RVM,Medal,ALL,50,Service / General – Other,0,5,UK_Royal_Victorian_Order_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Victorian_Medal,https://en.wikipedia.org/wiki/Royal_Victorian_Medal,1896–present,,https://upload.wikimedia.org/wikipedia/commons/b/be/UK_Royal_Victorian_Order_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/UK_Royal_Victorian_Order_ribbon.svg/330px-UK_Royal_Victorian_Order_ribbon.svg.png,
gb-all-royal-victorian-order,Royal Victorian Order,RVO,Order,ALL,50,Service / General – Other,0,5,UK_Royal_Victorian_Order_honorary_member_ribbon.svg,https://en.wikipedia.org/wiki/Royal_Victorian_Order,https://en.wikipedia.org/wiki/Royal_Victorian_Order,1896–present,,https://upload.wikimedia.org/wikipedia/commons/1/19/UK_Royal_Victorian_Order_honorary_member_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/UK_Royal_Victorian_Order_honorary_member_ribbon.svg/330px-UK_Royal_Victorian_Order_honorary_member_ribbon.svg.png,
in-all-sainya-seva-medal,Sainya Seva Medal,SSM,Medal,ALL,50,Service / General – Other,0,5,IND_Sainya_Seva_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/Sainya_Seva_Medal,https://en.wikipedia.org/wiki/Sainya_Seva_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/1/13/IND_Sainya_Seva_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/IND_Sainya_Seva_Medal_Ribbon.svg/330px-IND_Sainya_Seva_Medal_Ribbon.svg.png,
in-all-sangram-medal,Sangram Medal,SM,Medal,ALL,50,Service / General – Other,0,5,IND_Raksha_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/Sangram_Medal,https://en.wikipedia.org/wiki/Sangram_Medal,1973–present,,https://upload.wikimedia.org/wikipedia/commons/7/70/IND_Raksha_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/IND_Raksha_Medal_Ribbon.svg/330px-IND_Raksha_Medal_Ribbon.svg.png,
gb-all-scinde-medal,Scinde Medal,SM,Medal,ALL,50,Service / General – Other,0,5,HEIC_Jellalabad_and_others_ribbon_bar.svg,https://en.wikipedia.org/wiki/Scinde_Medal,https://en.wikipedia.org/wiki/Scinde_Medal,1843–present,,https://upload.wikimedia.org/wikipedia/commons/f/f1/HEIC_Jellalabad_and_others_ribbon_bar.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/HEIC_Jellalabad_and_others_ribbon_bar.svg/330px-HEIC_Jellalabad_and_others_ribbon_bar.svg.png,
us-all-sea-service-ribbon,Sea Service Ribbon,SSR,Award,ALL,50,Service / General – Other,0,5,U.S._Army_Sea_Duty_Ribbon.svg,https://en.wikipedia.org/wiki/Sea_Service_Ribbon,https://en.wikipedia.org/wiki/Sea_Service_Ribbon,2006–present,,https://upload.wikimedia.org/wikipedia/commons/c/cc/U.S._Army_Sea_Duty_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/U.S._Army_Sea_Duty_Ribbon.svg/330px-U.S._Army_Sea_Duty_Ribbon.svg.png,
us-all-second-byrd-antarctic-,Second Byrd Antarctic Expedition Medal,SBAE,Medal,ALL,50,Service / General – Other,0,5,SECOND_BYRD_ANTARCTIC_EXPEDITION_Medal.png,https://en.wikipedia.org/wiki/Second_Byrd_Antarctic_Expedition_Medal,https://en.wikipedia.org/wiki/Second_Byrd_Antarctic_Expedition_Medal,1936–present,,https://upload.wikimedia.org/wikipedia/commons/2/29/SECOND_BYRD_ANTARCTIC_EXPEDITION_Medal.png,https://upload.wikimedia.org/wikipedia/commons/2/29/SECOND_BYRD_ANTARCTIC_EXPEDITION_Medal.png,
gb-all-second-china-war-medal,Second China War Medal,SCWM,Medal,ALL,50,Service / General – Other,0,5,Second_China_War_Medal_Ribbon.png,https://en.wikipedia.org/wiki/Second_China_War_Medal,https://en.wikipedia.org/wiki/Second_China_War_Medal,1861–present,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Second_China_War_Medal_Ribbon.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Second_China_War_Medal_Ribbon.png/330px-Second_China_War_Medal_Ribbon.png,
us-sc-secretary-of-transport,Secretary of Transportation Outstanding Unit Award,SOTO,Award,SC,50,Service / General – Other,0,5,Secretary_of_Transportation_Outstanding_Unit_Award_ribbon.png,https://en.wikipedia.org/wiki/Secretary_of_Transportation_Outstanding_Unit_Award,https://en.wikipedia.org/wiki/Secretary_of_Transportation_Outstanding_Unit_Award,1992–present,,https://upload.wikimedia.org/wikipedia/commons/3/31/Secretary_of_Transportation_Outstanding_Unit_Award_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/3/31/Secretary_of_Transportation_Outstanding_Unit_Award_ribbon.png,
in-all-siachen-glacier-medal,Siachen Glacier Medal,SGM,Medal,ALL,50,Service / General – Other,0,5,IND_Siachen_Glacier_Medal_Ribbon.svg,https://en.wikipedia.org/wiki/Siachen_Glacier_Medal,https://en.wikipedia.org/wiki/Siachen_Glacier_Medal,1965–present,,https://upload.wikimedia.org/wikipedia/commons/9/92/IND_Siachen_Glacier_Medal_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/IND_Siachen_Glacier_Medal_Ribbon.svg/330px-IND_Siachen_Glacier_Medal_Ribbon.svg.png,
